Property State,Property County,Property City,Property Zip,Originating Mortgagee Sponsor Originator,Originating Mortgagee Number,Sponsor Name,Sponsor_Number,Sponsor Originator,Current Servicer ID,Previous Servicer,Hecm Type,Rate Type,Interest Rate,Initial Principal Limit,Maximum Claim Amount,Endorsement Year,Endorsement Month
AZ,MARICOPA,MESA,85208,FINANCE OF AMERICA REVERSE LLC,21249,Not Available,Not Available,Not Available,1142500001,2124900009,Hecm for Refinance,Adjustable,2.2,208380,345000,2021,11
AZ,MARICOPA,MESA,85208,LONGBRIDGE FINANCIAL LLC,31169,Not Available,Not Available,Not Available,1142500001,3116900000,Hecm for Refinance,Adjustable,2.23,205350,370000,2021,11
AZ,MARICOPA,MESA,85209,SUN AMERICAN MORTGAGE CO,2193,Not Available,Not Available,Not Available,1142500001,219309999,Hecm Traditional,Adjustable,1.85,288368,538000,2021,11
AZ,MARICOPA,MESA,85212,"CAPITAL PACIFIC MORTGAGE, INC.",Not Available,AMERICAN ADVISORS GROUP,22823,"CAPITAL PACIFIC MORTGAGE, INC.",1142500001,2282300018,Hecm for Refinance,Adjustable,1.86,295365,485000,2021,11
AZ,MARICOPA,MESA,85212,"ENNKAR, INC.",Not Available,LONGBRIDGE FINANCIAL LLC,31169,"ENNKAR, INC.",1142500001,3116900000,Hecm for Refinance,Adjustable,2.58,226980,390000,2021,11
AZ,MARICOPA,MESA,85212,SUN AMERICAN MORTGAGE CO,2193,Not Available,Not Available,Not Available,1142500001,219309999,Hecm Traditional,Adjustable,1.48,246820,410000,2021,11
AZ,MARICOPA,MESA,85212,SUN AMERICAN MORTGAGE CO,2193,Not Available,Not Available,Not Available,1142500001,219309999,Hecm for Refinance,Adjustable,1.84,364350,525000,2021,11
AZ,MARICOPA,MESA,85213,AMERICAN ADVISORS GROUP,22823,Not Available,Not Available,Not Available,1142500001,2282300018,Hecm for Refinance,Adjustable,2.27,293136,496000,2021,11
AZ,MARICOPA,MESA,85215,BARRETT FINANCIAL GROUP LLC,Not Available,"MUTUAL OF OMAHA MORTGAGE, INC.",31215,BARRETT FINANCIAL GROUP LLC,1142500001,0,Hecm for Refinance,Adjustable,2.59,188150,355000,2021,11
AZ,MARICOPA,MESA,85215,ACROBAT FINANCIAL GROUP LLC,Not Available,REVERSE MORTGAGE FUNDING LLC,31180,ACROBAT FINANCIAL GROUP LLC,1142500001,3118000005,Hecm for Refinance,Adjustable,2.435,158730,286000,2021,11
AZ,MARICOPA,MESA,85215,LONGBRIDGE FINANCIAL LLC,31169,Not Available,Not Available,Not Available,1142500001,3116900000,Hecm for Refinance,Adjustable,2.01,163452,257000,2021,11
AZ,MARICOPA,NEW RIVER,85087,PHH MORTGAGE CORPORATION,30275,Not Available,Not Available,Not Available,3027509990,3027510460,Hecm for Refinance,Adjustable,2.09,265920,480000,2021,11
AZ,MARICOPA,PEORIA,85345,MALIBU FUNDING,Not Available,AMERICAN ADVISORS GROUP,22823,MALIBU FUNDING,1142500001,2282300018,Hecm for Refinance,Adjustable,2.465,184830,305000,2021,11
AZ,MARICOPA,PEORIA,85345,"NEXA MORTGAGE, LLC",Not Available,"MUTUAL OF OMAHA MORTGAGE, INC.",31215,"NEXA MORTGAGE, LLC",3027509990,0,Hecm Traditional,Adjustable,2.215,206080,320000,2021,11
AZ,MARICOPA,PEORIA,85345,"MUTUAL OF OMAHA MORTGAGE, INC.",31215,Not Available,Not Available,Not Available,3121500003,0,Hecm for Refinance,Adjustable,2.36,155100,220000,2021,11
AZ,MARICOPA,PEORIA,85345,REVERSE MORTGAGE FUNDING LLC,31180,Not Available,Not Available,Not Available,1142500001,3118001676,Hecm for Refinance,Adjustable,1.83,254604,433000,2021,11
AZ,MARICOPA,PEORIA,85382,ZERO POINT MORTGAGE SERVICES,Not Available,HIGH TECH LENDING INC,24969,ZERO POINT MORTGAGE SERVICES,1142500001,2496900000,Hecm for Refinance,Adjustable,2.58,311360,448000,2021,11
AZ,MARICOPA,PEORIA,85382,ZERO POINT MORTGAGE SERVICES,Not Available,HIGH TECH LENDING INC,24969,ZERO POINT MORTGAGE SERVICES,3027509990,2496900000,Hecm Traditional,Adjustable,2.34,141270,255000,2021,11
AZ,MARICOPA,PEORIA,85382,"ENNKAR, INC.",Not Available,PHH MORTGAGE CORPORATION,30275,"ENNKAR, INC.",3027509990,3027510460,Hecm Traditional,Adjustable,2.6,194040,360000,2021,11
AZ,MARICOPA,PEORIA,85382,FAIRWAY INDEPENDENT MORTGAGE CORPORATION,79507,FINANCE OF AMERICA REVERSE LLC,21249,Not Available,1142500001,2124900009,Hecm for Refinance,Adjustable,1.955,266640,440000,2021,11
AZ,MARICOPA,PEORIA,85382,SUN AMERICAN MORTGAGE CO,2193,Not Available,Not Available,Not Available,1142500001,219309999,Hecm for Refinance,Adjustable,1.78,217638,339000,2021,11
AZ,MARICOPA,PEORIA,85383,AMERICAN ADVISORS GROUP,22823,Not Available,Not Available,Not Available,1142500001,2282300018,Hecm Traditional,Adjustable,1.81,289250,445000,2021,11
AZ,MARICOPA,PHOENIX,85006,AMERICAN ADVISORS GROUP,22823,Not Available,Not Available,Not Available,1142500001,2282300018,Hecm Traditional,Adjustable,2.45,218800,400000,2021,11
AZ,MARICOPA,PHOENIX,85008,"THE LOAN ARRANGERS, LLC DBA FRONTIER FIN",Not Available,REVERSE MORTGAGE FUNDING LLC,31180,"THE LOAN ARRANGERS, LLC DBA FRONTIER FIN",1142500001,3118000005,Hecm Traditional,Adjustable,2.11,268505,415000,2021,11
AZ,MARICOPA,PHOENIX,85009,"ENNKAR, INC.",Not Available,AMERICAN ADVISORS GROUP,22823,"ENNKAR, INC.",1142500001,2282300018,Hecm for Refinance,Adjustable,2.57,121275,225000,2021,11
AZ,MARICOPA,PHOENIX,85012,"ENNKAR, INC.",Not Available,PHH MORTGAGE CORPORATION,30275,"ENNKAR, INC.",3027509990,3027510460,Hecm for Refinance,Adjustable,2.705,235200,350000,2021,11
AZ,MARICOPA,PHOENIX,85013,"ONPOINT FINANCIAL, LLC",Not Available,HIGH TECH LENDING INC,24969,"ONPOINT FINANCIAL, LLC",1142500001,2496900000,Hecm for Refinance,Adjustable,2.82,186515,365000,2021,11
AZ,MARICOPA,PHOENIX,85014,"MUTUAL OF OMAHA MORTGAGE, INC.",31215,Not Available,Not Available,Not Available,1142500001,0,Hecm Traditional,Adjustable,2.61,229740,420000,2021,11
AZ,MARICOPA,PHOENIX,85016,FAIRWAY INDEPENDENT MORTGAGE CORPORATION,79507,FINANCE OF AMERICA REVERSE LLC,21249,Not Available,1142500001,2124900009,Hecm Traditional,Adjustable,2.57,515629.13,822375,2021,11
AZ,MARICOPA,PHOENIX,85017,SUN AMERICAN MORTGAGE CO,2193,Not Available,Not Available,Not Available,3027509990,219309999,Hecm for Refinance,Adjustable,1.78,164500,250000,2021,11
AZ,MARICOPA,PHOENIX,85018,"MUTUAL OF OMAHA MORTGAGE, INC.",31215,Not Available,Not Available,Not Available,3121500003,0,Hecm Traditional,Adjustable,1.99,430924.5,822375,2021,11
AZ,MARICOPA,PHOENIX,85020,BARRETT FINANCIAL GROUP LLC,Not Available,"MUTUAL OF OMAHA MORTGAGE, INC.",31215,BARRETT FINANCIAL GROUP LLC,1142500001,0,Hecm Traditional,Adjustable,2.715,164395,305000,2021,11
AZ,MARICOPA,PHOENIX,85020,REVERSE MORTGAGE FUNDING LLC,31180,Not Available,Not Available,Not Available,1142500001,3118000273,Hecm for Refinance,Adjustable,1.715,467931.38,822375,2021,11
AZ,MARICOPA,PHOENIX,85022,AMERICAN ADVISORS GROUP,22823,Not Available,Not Available,Not Available,1142500001,2282300018,Hecm for Refinance,Adjustable,2.45,161345,305000,2021,11
AZ,MARICOPA,PHOENIX,85022,FAIRWAY INDEPENDENT MORTGAGE CORPORATION,79507,FINANCE OF AMERICA REVERSE LLC,21249,Not Available,1142500001,2124900009,Hecm for Refinance,Adjustable,2.195,253650,445000,2021,11
AZ,MARICOPA,PHOENIX,85022,HOMEOWNERS FINANCIAL GROUP USA LLC,21580,PHH MORTGAGE CORPORATION,30275,Not Available,3027509990,2158000000,Hecm Traditional,Fixed,3.31,292645,535000,2021,11
AZ,MARICOPA,PHOENIX,85022,"MUTUAL OF OMAHA MORTGAGE, INC.",31215,Not Available,Not Available,Not Available,1142500001,0,Hecm Traditional,Adjustable,2.31,210900,380000,2021,11
AZ,MARICOPA,PHOENIX,85023,"MUTUAL OF OMAHA MORTGAGE, INC.",31215,Not Available,Not Available,Not Available,3121500003,0,Hecm Traditional,Adjustable,2.39,229175,445000,2021,11
AZ,MARICOPA,PHOENIX,85024,AMERIFIRST FINANCIAL INC,74435,FINANCE OF AMERICA REVERSE LLC,21249,Not Available,1142500001,2124900009,Hecm for Refinance,Adjustable,2.05,278100,450000,2021,11
AZ,MARICOPA,PHOENIX,85024,FAIRWAY INDEPENDENT MORTGAGE CORPORATION,79507,FINANCE OF AMERICA REVERSE LLC,21249,Not Available,1142500001,2124900009,Hecm Traditional,Adjustable,2.195,224074,398000,2021,11
AZ,MARICOPA,PHOENIX,85027,"ONPOINT FINANCIAL, LLC",Not Available,HIGH TECH LENDING INC,24969,"ONPOINT FINANCIAL, LLC",1142500001,2496900000,Hecm for Refinance,Adjustable,2.235,292669,479000,2021,11
AZ,MARICOPA,PHOENIX,85027,"MUTUAL OF OMAHA MORTGAGE, INC.",31215,Not Available,Not Available,Not Available,1142500001,0,Hecm Traditional,Adjustable,2.36,316185,535000,2021,11
AZ,MARICOPA,PHOENIX,85028,"ALL REVERSE MORTGAGE, INC.",26031,LONGBRIDGE FINANCIAL LLC,31169,Not Available,1142500001,3116900000,Hecm for Refinance,Adjustable,1.945,467931.38,822375,2021,11
AZ,MARICOPA,PHOENIX,85028,FAIRWAY INDEPENDENT MORTGAGE CORPORATION,79507,FINANCE OF AMERICA REVERSE LLC,21249,Not Available,1142500001,2124900009,Hecm for Refinance,Adjustable,2.195,277665,535000,2021,11
AZ,MARICOPA,PHOENIX,85029,FAIRWAY INDEPENDENT MORTGAGE CORPORATION,79507,FINANCE OF AMERICA REVERSE LLC,21249,Not Available,1142500001,2124900009,Hecm for Refinance,Adjustable,2.205,204426,369000,2021,11
AZ,MARICOPA,PHOENIX,85029,FINANCE OF AMERICA REVERSE LLC,21249,Not Available,Not Available,Not Available,1142500001,2124900009,Hecm Traditional,Adjustable,3.31,255360,380000,2021,11
AZ,MARICOPA,PHOENIX,85032,"SOUTH RIVER MORTGAGE, LLC",Not Available,AMERICAN ADVISORS GROUP,22823,"SOUTH RIVER MORTGAGE, LLC",1142500001,2282300018,Hecm for Refinance,Adjustable,2.715,212000,400000,2021,11
AZ,MARICOPA,PHOENIX,85032,AMERICAN ADVISORS GROUP,22823,Not Available,Not Available,Not Available,1142500001,2282300018,Hecm for Refinance,Adjustable,2.17,117564,202000,2021,11
AZ,MARICOPA,PHOENIX,85032,FINANCE OF AMERICA REVERSE LLC,21249,Not Available,Not Available,Not Available,1142500001,2124900009,Hecm for Refinance,Adjustable,1.63,237405,399000,2021,11
AZ,MARICOPA,PHOENIX,85033,AMERICAN ADVISORS GROUP,22823,Not Available,Not Available,Not Available,1142500001,2282300018,Hecm for Refinance,Adjustable,1.9,195776,304000,2021,11
AZ,MARICOPA,PHOENIX,85033,MAGNOLIA BANK,16449,REVERSE MORTGAGE FUNDING LLC,31180,Not Available,1142500001,1644909999,Hecm Traditional,Adjustable,2.82,168505,335000,2021,11
AZ,MARICOPA,PHOENIX,85035,"ENNKAR, INC.",Not Available,LONGBRIDGE FINANCIAL LLC,31169,"ENNKAR, INC.",1142500001,3116900000,Hecm for Refinance,Adjustable,2.03,175500,300000,2021,11
AZ,MARICOPA,PHOENIX,85041,"ENNKAR, INC.",Not Available,PHH MORTGAGE CORPORATION,30275,"ENNKAR, INC.",3027509990,3027510460,Hecm for Refinance,Adjustable,2.08,157586,247000,2021,11
AZ,MARICOPA,PHOENIX,85041,AMERICAN ADVISORS GROUP,22823,Not Available,Not Available,Not Available,1142500001,2282300018,Hecm Traditional,Adjustable,3.53,149175,325000,2021,11
AZ,MARICOPA,PHOENIX,85042,AMERICAN ADVISORS GROUP,22823,Not Available,Not Available,Not Available,1142500001,2282300018,Hecm Traditional,Adjustable,2.19,145880,280000,2021,11
AZ,MARICOPA,PHOENIX,85044,AMERICAN ADVISORS GROUP,22823,Not Available,Not Available,Not Available,1142500001,2282300018,Hecm Traditional,Adjustable,2.55,272320,460000,2021,11
AZ,MARICOPA,PHOENIX,85044,FINANCE OF AMERICA REVERSE LLC,21249,Not Available,Not Available,Not Available,1142500001,2124900009,Hecm Traditional,Adjustable,1.84,219065,385000,2021,11
AZ,MARICOPA,PHOENIX,85048,REVERSE MORTGAGE FUNDING LLC,31180,Not Available,Not Available,Not Available,1142500001,3118001676,Hecm for Refinance,Adjustable,1.81,356379,563000,2021,11
AZ,MARICOPA,PHOENIX,85050,"ENNKAR, INC.",Not Available,PHH MORTGAGE CORPORATION,30275,"ENNKAR, INC.",3027509990,3027510460,Hecm for Refinance,Adjustable,2.1,306360,460000,2021,11
AZ,MARICOPA,PHOENIX,85050,V.I.P. MORTGAGE INC.,25638,Not Available,Not Available,Not Available,1142500001,2563800009,Hecm for Refinance,Adjustable,2.33,336340,502000,2021,11
AZ,MARICOPA,PHOENIX,85051,PHH MORTGAGE CORPORATION,30275,Not Available,Not Available,Not Available,3027509990,3027510460,Hecm for Refinance,Adjustable,2.14,128383,233000,2021,11
AZ,MARICOPA,PHOENIX,85053,BUYORREFI FINANCIAL LLC,Not Available,FINANCE OF AMERICA REVERSE LLC,21249,BUYORREFI FINANCIAL LLC,1142500001,2124900009,Hecm for Refinance,Adjustable,1.78,315808,568000,2021,11
AZ,MARICOPA,PHOENIX,85053,AMERICAN ADVISORS GROUP,22823,Not Available,Not Available,Not Available,1142500001,2282300018,Hecm for Refinance,Adjustable,1.91,264132,396000,2021,11
AZ,MARICOPA,PHOENIX,85053,REVERSE MORTGAGE FUNDING LLC,31180,Not Available,Not Available,Not Available,1142500001,3118000165,Hecm Traditional,Adjustable,2.09,232940,380000,2021,11
AZ,MARICOPA,PHOENIX,85083,AMERICAN ADVISORS GROUP,22823,Not Available,Not Available,Not Available,1142500001,2282300018,Hecm for Refinance,Adjustable,1.72,462174.75,822375,2021,11
AZ,MARICOPA,PHOENIX,85085,FINANCE OF AMERICA REVERSE LLC,21249,Not Available,Not Available,Not Available,1142500001,2124900009,Hecm for Refinance,Fixed,3.06,447615,735000,2021,11
AZ,MARICOPA,PHOENIX,85085,FINANCE OF AMERICA REVERSE LLC,21249,Not Available,Not Available,Not Available,1142500001,2124900009,Hecm for Refinance,Adjustable,1.88,410564,682000,2021,11
AZ,MARICOPA,PHOENIX,85085,"MUTUAL OF OMAHA MORTGAGE, INC.",31215,Not Available,Not Available,Not Available,3027509990,0,Hecm for Refinance,Adjustable,2.09,391105,715000,2021,11
AZ,MARICOPA,PHOENIX,85086,FINANCE OF AMERICA REVERSE LLC,21249,Not Available,Not Available,Not Available,1142500001,2124900009,Hecm Traditional,Adjustable,1.71,335268,603000,2021,11
AZ,MARICOPA,PHOENIX,85086,PHH MORTGAGE CORPORATION,30275,Not Available,Not Available,Not Available,3027509990,3027510460,Hecm for Refinance,Adjustable,2.11,384970,685000,2021,11
AZ,MARICOPA,PHOENIX,85339,AMERICAN ADVISORS GROUP,22823,Not Available,Not Available,Not Available,1142500001,2282300018,Hecm Traditional,Adjustable,2.78,213590,403000,2021,11
AZ,MARICOPA,QUEEN CREEK,85142,BARRETT FINANCIAL GROUP LLC,Not Available,"MUTUAL OF OMAHA MORTGAGE, INC.",31215,BARRETT FINANCIAL GROUP LLC,3121500003,0,Hecm Traditional,Adjustable,2.235,238950,405000,2021,11
AZ,MARICOPA,QUEEN CREEK,85142,AMERICAN ADVISORS GROUP,22823,Not Available,Not Available,Not Available,1142500001,2282300018,Hecm Traditional,Adjustable,2.57,271460,490000,2021,11
AZ,MARICOPA,QUEEN CREEK,85142,AMERIFIRST FINANCIAL INC,74435,FINANCE OF AMERICA REVERSE LLC,21249,Not Available,1142500001,2124900009,Hecm Traditional,Adjustable,2.58,253330,470000,2021,11
AZ,MARICOPA,QUEEN CREEK,85142,BANK OF ENGLAND,23100,LONGBRIDGE FINANCIAL LLC,31169,Not Available,1142500001,3116900000,Hecm Traditional,Adjustable,2.83,245530,430000,2021,11
AZ,MARICOPA,QUEEN CREEK,85142,FINANCE OF AMERICA MORTGAGE LLC,77745,FINANCE OF AMERICA REVERSE LLC,21249,Not Available,1142500001,2124900009,Hecm Traditional,Adjustable,2.08,332170,590000,2021,11
AZ,MARICOPA,QUEEN CREEK,85142,LONGBRIDGE FINANCIAL LLC,31169,Not Available,Not Available,Not Available,1142500001,3116900000,Hecm for Refinance,Adjustable,1.64,276480,480000,2021,11
AZ,MARICOPA,SCOTTSDALE,85250,FINANCE OF AMERICA REVERSE LLC,21249,Not Available,Not Available,Not Available,1142500001,2124900009,Hecm for Refinance,Adjustable,1.77,325080,540000,2021,11
AZ,MARICOPA,SCOTTSDALE,85250,NOVA FINANCIAL AND INV CORP,79670,AMERICAN ADVISORS GROUP,22823,Not Available,1142500001,2282300018,Hecm Traditional,Adjustable,2.215,406600,760000,2021,11
AZ,MARICOPA,SCOTTSDALE,85251,"ENNKAR, INC.",Not Available,FINANCE OF AMERICA REVERSE LLC,21249,"ENNKAR, INC.",1142500001,2124900009,Hecm for Refinance,Adjustable,2.39,281220,430000,2021,11
AZ,MARICOPA,SCOTTSDALE,85251,DESERT EQUITY LENDING LLC,Not Available,HIGH TECH LENDING INC,24969,DESERT EQUITY LENDING LLC,1142500001,2496900000,Hecm for Refinance,Adjustable,2.11,322920,540000,2021,11
AZ,MARICOPA,SCOTTSDALE,85251,"AMERICAN FINANCIAL MORTGAGE SERVICES, IN",Not Available,LONGBRIDGE FINANCIAL LLC,31169,"AMERICAN FINANCIAL MORTGAGE SERVICES, IN",1142500001,3116900000,Hecm for Refinance,Adjustable,2.07,288420,460000,2021,11
AZ,MARICOPA,SCOTTSDALE,85251,LOANATIK LLC,Not Available,LONGBRIDGE FINANCIAL LLC,31169,LOANATIK LLC,1142500001,3116900000,Hecm Traditional,Adjustable,1.83,264140,470000,2021,11
AZ,MARICOPA,SCOTTSDALE,85251,GUARANTEED RATE INC,Not Available,MID AMERICA MORTGAGE INC.,38132,GUARANTEED RATE INC,1142500001,0,Hecm for Refinance,Adjustable,1.985,393080,620000,2021,11
AZ,MARICOPA,SCOTTSDALE,85251,PHH MORTGAGE CORPORATION,30275,Not Available,Not Available,Not Available,3027509990,3027510497,Hecm for Refinance,Adjustable,1.86,328770,585000,2021,11
AZ,MARICOPA,SCOTTSDALE,85254,"AZ MORTGAGE GROUP, LLC",Not Available,MID AMERICA MORTGAGE INC.,38132,"AZ MORTGAGE GROUP, LLC",1142500001,3813210282,Hecm for Refinance,Adjustable,2.39,473688,822375,2021,11
AZ,MARICOPA,SCOTTSDALE,85254,AMERICAN ADVISORS GROUP,22823,Not Available,Not Available,Not Available,1142500001,2282300018,Hecm for Refinance,Adjustable,2.16,434250,750000,2021,11
AZ,MARICOPA,SCOTTSDALE,85254,FINANCE OF AMERICA REVERSE LLC,21249,Not Available,Not Available,Not Available,1142500001,2124900009,Hecm for Refinance,Adjustable,1.53,475080,740000,2021,11
AZ,MARICOPA,SCOTTSDALE,85254,LONGBRIDGE FINANCIAL LLC,31169,Not Available,Not Available,Not Available,1142500001,3116900000,Hecm for Refinance,Adjustable,1.65,367005,645000,2021,11
AZ,MARICOPA,SCOTTSDALE,85254,V.I.P. MORTGAGE INC.,25638,Not Available,Not Available,Not Available,3027509990,2563800009,Hecm for Refinance,Adjustable,2.58,338964,564000,2021,11
AZ,MARICOPA,SCOTTSDALE,85255,"GENEVA FINANCIAL, LLC",Not Available,AMERICAN ADVISORS GROUP,22823,"GENEVA FINANCIAL, LLC",1142500001,2282300018,Hecm for Refinance,Adjustable,2.61,531360,820000,2021,11
AZ,MARICOPA,SCOTTSDALE,85255,FAIRWAY INDEPENDENT MORTGAGE CORPORATION,79507,FINANCE OF AMERICA REVERSE LLC,21249,Not Available,1142500001,2124900009,Hecm for Refinance,Adjustable,2.205,462174.75,822375,2021,11
AZ,MARICOPA,SCOTTSDALE,85255,FINANCE OF AMERICA REVERSE LLC,21249,Not Available,Not Available,Not Available,1142500001,2124900009,Hecm for Refinance,Adjustable,1.48,534280,760000,2021,11
AZ,MARICOPA,SCOTTSDALE,85255,SUN AMERICAN MORTGAGE CO,2193,Not Available,Not Available,Not Available,1142500001,219309999,Hecm for Refinance,Adjustable,1.93,498359.25,822375,2021,11
AZ,MARICOPA,SCOTTSDALE,85257,NOVA FINANCIAL & INVESTMENTS CORPORATION,Not Available,AMERICAN ADVISORS GROUP,22823,NOVA FINANCIAL & INVESTMENTS CORPORATION,1142500001,2282300018,Hecm Traditional,Adjustable,2.57,314730,585000,2021,11
AZ,MARICOPA,SCOTTSDALE,85257,AMERICAN ADVISORS GROUP,22823,Not Available,Not Available,Not Available,1142500001,2282300018,Hecm for Refinance,Adjustable,1.82,278570,445000,2021,11
AZ,MARICOPA,SCOTTSDALE,85257,AMERICAN ADVISORS GROUP,22823,Not Available,Not Available,Not Available,1142500001,2282300018,Hecm Traditional,Adjustable,1.73,265265,455000,2021,11
AZ,MARICOPA,SCOTTSDALE,85257,PRIMARY RESIDENTIAL MORTGAGE INC,12617,AMERICAN ADVISORS GROUP,22823,Not Available,1142500001,2282300018,Hecm for Refinance,Adjustable,2.235,338000,500000,2021,11
AZ,MARICOPA,SCOTTSDALE,85258,"PRIMARY RESIDENTIAL MORTGAGE, INC.",Not Available,AMERICAN ADVISORS GROUP,22823,"PRIMARY RESIDENTIAL MORTGAGE, INC.",1142500001,2282300018,Hecm for Refinance,Adjustable,1.485,616781.25,822375,2021,11
AZ,MARICOPA,SCOTTSDALE,85258,FINANCE OF AMERICA REVERSE LLC,21249,Not Available,Not Available,Not Available,1142500001,2124900009,Hecm for Refinance,Adjustable,1.44,537420,795000,2021,11
AZ,MARICOPA,SCOTTSDALE,85258,LEADER ONE FINANCIAL CORPORATION,22653,FINANCE OF AMERICA REVERSE LLC,21249,Not Available,1142500001,2124900009,Hecm Traditional,Adjustable,2.205,394050,710000,2021,11
AZ,MARICOPA,SCOTTSDALE,85258,REVERSE MORTGAGE FUNDING LLC,31180,Not Available,Not Available,Not Available,1142500001,3118001285,Hecm for Refinance,Adjustable,1.84,508232,808000,2021,11
AZ,MARICOPA,SCOTTSDALE,85259,"F.T. FINANCIAL, INC",Not Available,FINANCE OF AMERICA REVERSE LLC,21249,"F.T. FINANCIAL, INC",1142500001,2124900009,Hecm Traditional,Adjustable,1.77,469710,765000,2021,11
AZ,MARICOPA,SCOTTSDALE,85259,DESERT EQUITY LENDING LLC,Not Available,HIGH TECH LENDING INC,24969,DESERT EQUITY LENDING LLC,1142500001,2496900000,Hecm for Refinance,Adjustable,2.215,316350,555000,2021,11
AZ,MARICOPA,SCOTTSDALE,85259,EAST COAST CAPITAL CORP,Not Available,PHH MORTGAGE CORPORATION,30275,EAST COAST CAPITAL CORP,3027509990,3027510460,Hecm Traditional,Adjustable,2.32,395960,760000,2021,11
AZ,MARICOPA,SCOTTSDALE,85259,AMERIFIRST FINANCIAL INC,74435,PHH MORTGAGE CORPORATION,30275,Not Available,3027509990,7443500002,Hecm for Refinance,Adjustable,2.08,491780.25,822375,2021,11
AZ,MARICOPA,SCOTTSDALE,85260,AMERICAN ADVISORS GROUP,22823,Not Available,Not Available,Not Available,1142500001,2282300018,Hecm Traditional,Adjustable,2.23,380400,600000,2021,11
AZ,MARICOPA,SCOTTSDALE,85260,FAIRWAY INDEPENDENT MORTGAGE CORPORATION,79507,FINANCE OF AMERICA REVERSE LLC,21249,Not Available,1142500001,2124900009,Hecm for Refinance,Adjustable,2.32,325000,500000,2021,11
AZ,MARICOPA,SCOTTSDALE,85260,FINANCE OF AMERICA REVERSE LLC,21249,Not Available,Not Available,Not Available,1142500001,2124900009,Hecm Traditional,Adjustable,1.67,452704,688000,2021,11
AZ,MARICOPA,SCOTTSDALE,85260,HOMEOWNERS FINANCIAL GROUP USA LLC,21580,PHH MORTGAGE CORPORATION,30275,Not Available,3027509990,2158000000,Hecm Traditional,Adjustable,2.235,398851.88,822375,2021,11
AZ,MARICOPA,SCOTTSDALE,85262,FAIRWAY INDEPENDENT MORTGAGE CORPORATION,79507,FINANCE OF AMERICA REVERSE LLC,21249,Not Available,1142500001,2124900009,Hecm for Refinance,Adjustable,1.945,487668.38,822375,2021,11
